id,handle,sku,composite_name,composite_sku,composite_quantity,name,description,product_category,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,tags,supply_price,retail_price,loyalty_value,loyalty_value_default,account_code,account_code_purchase,brand_name,supplier_name,supplier_code,active,track_inventory,outlet_tax_Mississauga_Outlet,inventory_Mississauga_Outlet,reorder_point_Mississauga_Outlet,reorder_quantity_Mississauga_Outlet,min_quantity_Mississauga_Outlet,max_quantity_Mississauga_Outlet
edc39a64-6a22-4833-90ad-999240dc65d7,jlttil---porcelain-wasaga-sands---b360m0633-----1224---8pcb,TIL-JLTL-B360M0633,,,,JLTLTIL - Essential Collection (Wasaga Sands) | 12x24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Colour / tone: Wasaga Sands | Box size (sf): 16 | Pieces per box: 8 | Volume pricing notes: Your cut order price: $2.00/sf | Skid price: $1.71/sf | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before. Handle copied verbatim from the live LS record (not regenerated).",FLOORING / TILE,,,,,,,,2.22,4.22,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,,,
2531d6ca-d026-49ac-8ef5-5adb97631648,jlttil---porcelain-wasaga-sands---b60m0633-----2424---4pcb,TIL-JLTL-B60M0633,,,,JLTLTIL - Essential Collection (Wasaga Sands) | 24x24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Colour / tone: Wasaga Sands | Box size (sf): 16 | Pieces per box: 4 | Volume pricing notes: Your cut order price: $2.00/sf | Skid price: $1.71/sf | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before. Handle copied verbatim from the live LS record (not regenerated).",FLOORING / TILE,,,,,,,,2.22,4.22,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,,,
faad2eab-cefc-4f36-9f98-04621797865d,jlttil---porcelain-landsdown-grey---bpck36011-----1224---8pcb,TIL-JLTL-BPCK36011,,,,JLTLTIL - Essential Collection (Landsdown Grey) | 12x24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Colour / tone: Landsdown Grey | Box size (sf): 16 | Pieces per box: 8 | Volume pricing notes: Your cut order price: $2.00/sf | Skid price: $1.71/sf | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before. Handle copied verbatim from the live LS record (not regenerated).",FLOORING / TILE,,,,,,,,2.22,4.22,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,,,
3714b952-8b09-4f93-8e2d-4e36ecad67c4,jlttil---porcelain-landsdown-grey---bpck6011-----2424---4pcb,TIL-JLTL-BPCK6011,,,,JLTLTIL - Essential Collection (Landsdown Grey) | 24x24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Colour / tone: Landsdown Grey | Box size (sf): 16 | Pieces per box: 4 | Volume pricing notes: Your cut order price: $2.00/sf | Skid price: $1.71/sf | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before. Handle copied verbatim from the live LS record (not regenerated).",FLOORING / TILE,,,,,,,,2.22,4.22,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,,,
e271603b-6cb2-48ba-8246-1e04918c1147,jlttil---porcelain-timber-snow---bpck36012-----1224---8pcb,TIL-JLTL-BPCK36012,,,,JLTLTIL - Essential Collection (Timber Snow) | 12x24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Colour / tone: Timber Snow | Box size (sf): 16 | Pieces per box: 8 | Volume pricing notes: Your cut order price: $2.00/sf | Skid price: $1.71/sf | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before. Handle copied verbatim from the live LS record (not regenerated).",FLOORING / TILE,,,,,,,,2.22,4.22,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,,,
d094992f-1954-48fa-85e1-61eebf4da57c,jlttil---porcelain-timber-snow---bpck6012-----2424---4pcb,TIL-JLTL-BPCK6012,,,,JLTLTIL - Essential Collection (Timber Snow) | 24x24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Colour / tone: Timber Snow | Box size (sf): 16 | Pieces per box: 4 | Volume pricing notes: Your cut order price: $2.00/sf | Skid price: $1.71/sf | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before. Handle copied verbatim from the live LS record (not regenerated).",FLOORING / TILE,,,,,,,,2.22,4.22,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,,,
ee164877-1e77-42cd-af00-aa01a421d41b,jlttil---essential---porcelain-bremen-fall---bpck36062-----12-x-24---8pcb---16sfb,TIL-JLTL-BPCK36062,,,,JLTLTIL - Essential Collection (Bremen Fall) | 12x24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Colour / tone: Bremen Fall | Box size (sf): 16 | Pieces per box: 8 | Volume pricing notes: Your cut order price: $2.00/sf | Skid price: $1.71/sf | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before. Handle copied verbatim from the live LS record (not regenerated).",FLOORING / TILE,,,,,,,,2.22,4.22,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,,,
012a887b-656c-4633-aedd-df93a27d7508,jlttil---essential---porcelain-bremen-fall---bpck6062-----12-x-24---4pcb---16sfb,TIL-JLTL-BPCK6062,,,,JLTLTIL - Essential Collection (Bremen Fall) | 24x24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Colour / tone: Bremen Fall | Box size (sf): 16 | Pieces per box: 4 | Volume pricing notes: Your cut order price: $2.00/sf | Skid price: $1.71/sf | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before. Handle copied verbatim from the live LS record (not regenerated).",FLOORING / TILE,,,,,,,,2.22,4.22,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,,,
6dce6845-e9e6-4c60-b58f-0c298b291cec,jlttil---essential---porcelain-calacatta-gold---bpck36066-----12-x-24---8pcb---16sfb,TIL-JLTL-BPCK36066,,,,JLTLTIL - Essential Collection (Calacatta Gold) | 12x24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Colour / tone: Calacatta Gold | Box size (sf): 16 | Pieces per box: 8 | Volume pricing notes: Your cut order price: $2.00/sf | Skid price: $1.71/sf | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before. Handle copied verbatim from the live LS record (not regenerated).",FLOORING / TILE,,,,,,,,2.22,4.22,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,,,
6704d79a-c9b5-46c6-8742-b99544284046,jlttil---essential---porcelain-calacatta-gold---bpck6066-----12-x-24---4pcb---16sfb,TIL-JLTL-BPCK6066,,,,JLTLTIL - Essential Collection (Calacatta Gold) | 24x24 | Polished - 16.00sf/b,"Finish type: Polished | Material type: Porcelain | Colour / tone: Calacatta Gold | Box size (sf): 16 | Pieces per box: 4 | Volume pricing notes: Your cut order price: $2.00/sf | Skid price: $1.71/sf | SKU column is Airtable's newly-minted SKU (RULE 0), overwriting whatever SKU this LS record held before. Handle copied verbatim from the live LS record (not regenerated).",FLOORING / TILE,,,,,,,,2.22,4.22,,,,,JL Tile,JL Tile,,1,1,Default Tax,,,,,
